timestamp,signal,source,price,position,entry_price,entry_date,rsi_size,fomc_size,sentiment,probability,fed_date,equity,live_equity,drawdown,latency_ms,short_vol,long_vol,executed_size,order_status,filled,remaining,pnl,slippage,trade_type,direction,exit_price,volatility_10d,rsi_14
2025-04-28T13:13:13.805873,HOLD,,3338.45,,,,532.1187827210202,228.05090688043725,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,209.33222770690918,0.08068182312747171,0.09815083623245367,0,None,0,0,0,0,hold,,,0.08068182312747171,54.55617014206747
2025-04-28T13:25:52.101097,HOLD,,3335.39,,,,538.3778004997106,230.73334307130455,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,237.66088485717773,0.0798404405308754,0.09809470151404381,0,None,0,0,0,0,hold,,,0.0798404405308754,53.872650651772545
2025-04-28T21:35:50.039721,HOLD,,3336.38,,,,563.5042639307982,241.50182739891352,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,225.7530689239502,0.07862709142196915,0.09865709107633418,0,None,0,0,0,0,hold,,,0.07862709142196915,53.093868118183664
2025-04-29T01:36:50.043026,HOLD,,3336.38,,,,563.5042639307982,241.50182739891352,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,14460219.644069672,0.07862709142196915,0.09865709107633418,0,None,0,0,0,0,hold,,,0.07862709142196915,53.093868118183664
2025-04-29T05:37:50.078703,HOLD,,3336.38,,,,563.5042639307982,241.50182739891352,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,28920258.810043335,0.07862709142196915,0.09865709107633418,0,None,0,0,0,0,hold,,,0.07862709142196915,53.093868118183664
2025-04-29T09:38:50.086344,HOLD,,3336.38,,,,563.5042639307982,241.50182739891352,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,43380262.22610474,0.07862709142196915,0.09865709107633418,0,None,0,0,0,0,hold,,,0.07862709142196915,53.093868118183664
2025-04-29T13:39:50.207313,HOLD,,3336.38,,,,563.5042639307982,241.50182739891352,STAY,93.1,2025-05-07,1000421.32,1000421.32,0.0,57840363.048791885,0.07862709142196915,0.09865709107633418,0,None,0,0,0,0,hold,,,0.07862709142196915,53.093868118183664
2025-04-29T13:49:14.593374,HOLD,,3323.32,,,,515.4075098407077,220.8889327888747,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,262.4211311340332,0.08035894047250129,0.09941181279994216,0,None,0,0,0,0,hold,,,0.08035894047250129,50.31686499455176
2025-04-29T13:50:34.907419,HOLD,,3322.66,,,,516.6619589187584,221.42655382232505,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,221.2209701538086,0.08021377073967464,0.09940103733743251,0,None,0,0,0,0,hold,,,0.08021377073967464,50.14172820569326
2025-04-29T17:50:35.223489,HOLD,,3317.45,,,,516.9860642066412,221.56545608856055,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,14400537.588834763,0.08014074876429932,0.09933285422014723,0,None,0,0,0,0,hold,,,0.08014074876429932,48.694891733453275
2025-04-29T21:50:35.561448,HOLD,,3316.18,,,,607.269833990723,260.25850028173846,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,28800875.025987625,0.04384465371072009,0.09826334606089089,0,None,0,0,0,0,hold,,,0.04384465371072009,48.29670635916876
2025-04-30T01:50:35.618268,HOLD,,3316.18,,,,607.269833990723,260.25850028173846,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,43200925.17995834,0.04384465371072009,0.09826334606089089,0,None,0,0,0,0,hold,,,0.04384465371072009,48.29670635916876
2025-04-30T05:50:35.637771,HOLD,,3316.18,,,,607.269833990723,260.25850028173846,STAY,93.1,2025-05-07,1000737.31,1000737.31,0.0,57600945.601940155,0.04384465371072009,0.09826334606089089,0,None,0,0,0,0,hold,,,0.04384465371072009,48.29670635916876
2025-04-30T08:58:43.241073,HOLD,,3298.94,,,,539.1433668090339,231.06144291815738,STAY,93.1,2025-05-07,1000842.64,1000842.64,0.0,553.3311367034912,0.07796639041241704,0.09809552041227139,0,None,0,0,0,0,hold,,,0.07796639041241704,45.57657562461262
2025-04-30T12:58:43.498849,HOLD,,3311.97,,,,543.619668671193,232.97985800193987,STAY,93.1,2025-05-07,1000842.64,1000842.64,0.0,14400810.491085052,0.08680922278538784,0.09859697527815056,0,None,0,0,0,0,hold,,,0.08680922278538784,49.11014056379208
2025-04-30T16:58:43.876409,HOLD,,3288.72,,,,547.122099180007,234.48089964857445,STAY,93.1,2025-05-07,1000842.64,1000842.64,0.0,28801188.115119934,0.08639865473073764,0.09880590167173539,0,None,0,0,0,0,hold,,,0.08639865473073764,43.42295556238484
2025-04-30T20:58:45.170942,BUY,RSI,3247.72,,,,497.1366670214646,213.0585715806277,STAY,93.1,2025-05-07,1000842.64,1000842.64,0.0,43202480.54409027,0.09135343603919434,0.0994868324833625,0.0,Cancelled,0.0,0.0,0,3247.72,entry,,,0.09135343603919434,34.98699178420451
